"Armenia Business As Usual 2012 Producer price index 1,00 Index (2012 =1)"
Afghanistan Business As Usual 2012 Producer price index 1.00 Index (2012 =1) a
Afghanistan Business As Usual 2012 Producer price index 1.00 Index (2012 =1) a
Afghanistan Business As Usual 2015 Producer price index 1.01 Index (2012 =1)
Afghanistan Business As Usual 2015 Producer price index 1.01 Index (2012 =1)
Afghanistan Business As Usual 2020 Producer price index 1.01 Index (2012 =1)
Afghanistan Business As Usual 2020 Producer price index 1.01 Index (2012 =1)
Afghanistan Business As Usual 2025 Producer price index 1.01 Index (2012 =1)
Afghanistan Business As Usual 2025 Producer price index 1.01 Index (2012 =1)
Afghanistan Business As Usual 2030 Producer price index 1.01 Index (2012 =1)
Afghanistan Business As Usual 2030 Producer price index 1.01 Index (2012 =1)
Afghanistan Business As Usual 2035 Producer price index 1.01 Index (2012 =1)
Afghanistan Business As Usual 2035 Producer price index 1.01 Index (2012 =1)
Afghanistan Business As Usual 2040 Producer price index 1.02 Index (2012 =1)
Afghanistan Business As Usual 2040 Producer price index 1.02 Index (2012 =1)
Afghanistan Business As Usual 2045 Producer price index 1.03 Index (2012 =1)
Afghanistan Business As Usual 2045 Producer price index 1.03 Index (2012 =1)
Afghanistan Business As Usual 2050 Producer price index 1.04 Index (2012 =1)
Afghanistan Business As Usual 2050 Producer price index 1.04 Index (2012 =1)
"Afghanistan Stratified Societies 2012 Producer price index 1,00 Index (2012 =1)"
"Afghanistan Stratified Societies 2012 Producer price index 1,00 Index (2012 =1)"
Afghanistan Stratified Societies 2015 Producer price index 1.00 Index (2012 =1)
Afghanistan Stratified Societies 2015 Producer price index 1.00 Index (2012 =1)
Afghanistan Stratified Societies 2020 Producer price index 1.00 Index (2012 =1)
Afghanistan Stratified Societies 2020 Producer price index 1.00 Index (2012 =1)
Afghanistan Stratified Societies 2025 Producer price index 0.99 Index (2012 =1)
Afghanistan Stratified Societies 2025 Producer price index 0.99 Index (2012 =1)
Afghanistan Stratified Societies 2030 Producer price index 1.00 Index (2012 =1)
Afghanistan Stratified Societies 2030 Producer price index 1.00 Index (2012 =1)
Afghanistan Stratified Societies 2035 Producer price index 1.02 Index (2012 =1)
Afghanistan Stratified Societies 2035 Producer price index 1.02 Index (2012 =1)
Afghanistan Stratified Societies 2040 Producer price index 1.07 Index (2012 =1)
Afghanistan Stratified Societies 2040 Producer price index 1.07 Index (2012 =1)
Afghanistan Stratified Societies 2045 Producer price index 1.12 Index (2012 =1)
Afghanistan Stratified Societies 2045 Producer price index 1.12 Index (2012 =1)
Afghanistan Stratified Societies 2050 Producer price index 1.17 Index (2012 =1)
Afghanistan Stratified Societies 2050 Producer price index 1.17 Index (2012 =1)
"Afghanistan Toward Sustainability 2012 Producer price index 1,00 Index (2012 =1)"
"Afghanistan Toward Sustainability 2012 Producer price index 1,00 Index (2012 =1)"
Afghanistan Toward Sustainability 2015 Producer price index 1.05 Index (2012 =1)
Afghanistan Toward Sustainability 2015 Producer price index 1.05 Index (2012 =1)
Afghanistan Toward Sustainability 2020 Producer price index 1.12 Index (2012 =1)
Afghanistan Toward Sustainability 2020 Producer price index 1.12 Index (2012 =1)
Afghanistan Toward Sustainability 2025 Producer price index 1.19 Index (2012 =1)
Afghanistan Toward Sustainability 2025 Producer price index 1.19 Index (2012 =1)
Afghanistan Toward Sustainability 2030 Producer price index 1.23 Index (2012 =1)
Afghanistan Toward Sustainability 2030 Producer price index 1.23 Index (2012 =1)
Afghanistan Toward Sustainability 2035 Producer price index 1.24 Index (2012 =1)
Afghanistan Toward Sustainability 2035 Producer price index 1.24 Index (2012 =1)
Afghanistan Toward Sustainability 2040 Producer price index 1.25 Index (2012 =1)
Afghanistan Toward Sustainability 2040 Producer price index 1.25 Index (2012 =1)
Afghanistan Toward Sustainability 2045 Producer price index 1.25 Index (2012 =1)
Afghanistan Toward Sustainability 2045 Producer price index 1.25 Index (2012 =1)
Afghanistan Toward Sustainability 2050 Producer price index 1.25 Index (2012 =1)
Afghanistan Toward Sustainability 2050 Producer price index 1.25 Index (2012 =1)
Albania Business As Usual 2012 Producer price index 1.00 Index (2012 =1)
Albania Business As Usual 2012 Producer price index 1.00 Index (2012 =1)
Albania Business As Usual 2015 Producer price index 1.01 Index (2012 =1)
Albania Business As Usual 2015 Producer price index 1.01 Index (2012 =1)
Albania Business As Usual 2020 Producer price index 1.02 Index (2012 =1)
Albania Business As Usual 2020 Producer price index 1.02 Index (2012 =1)
Albania Business As Usual 2025 Producer price index 1.02 Index (2012 =1)
Albania Business As Usual 2025 Producer price index 1.02 Index (2012 =1)
Albania Business As Usual 2030 Producer price index 1.02 Index (2012 =1)}
Albania Business As Usual 2030 Producer price index 1.02 Index (2012 =1)}
Albania Business As Usual 2035 Producer price index 1.02 Index (2012 =1)
Albania Business As Usual 2035 Producer price index 1.02 Index (2012 =1)
Albania Business As Usual 2040 Producer price index 1.03 Index (2012 =1)
Albania Business As Usual 2040 Producer price index 1.03 Index (2012 =1)
Albania Business As Usual 2045 Producer price index 1.04 Index (2012 =1)
Albania Business As Usual 2045 Producer price index 1.04 Index (2012 =1)
Albania Business As Usual 2050 Producer price index 1.06 Index (2012 =1)
Albania Business As Usual 2050 Producer price index 1.06 Index (2012 =1)
Albania Stratified Societies 2012 Producer price index 1.00 Index (2012 =1)
Albania Stratified Societies 2012 Producer price index 1.00 Index (2012 =1)
Albania Stratified Societies 2015 Producer price index 1.00 Index (2012 =1)
Albania Stratified Societies 2015 Producer price index 1.00 Index (2012 =1)
Albania Stratified Societies 2020 Producer price index 1.00 Index (2012 =1)
Albania Stratified Societies 2020 Producer price index 1.00 Index (2012 =1)
Albania Stratified Societies 2025 Producer price index 1.00 Index (2012 =1)
Albania Stratified Societies 2025 Producer price index 1.00 Index (2012 =1)
Albania Stratified Societies 2030 Producer price index 1.00 Index (2012 =1)
Albania Stratified Societies 2030 Producer price index 1.00 Index (2012 =1)
Albania Stratified Societies 2035 Producer price index 1.03 Index (2012 =1)
Albania Stratified Societies 2035 Producer price index 1.03 Index (2012 =1)
Albania Stratified Societies 2040 Producer price index 1.07 Index (2012 =1)
Albania Stratified Societies 2040 Producer price index 1.07 Index (2012 =1)
Albania Stratified Societies 2045 Producer price index 1.12 Index (2012 =1) v
Albania Stratified Societies 2045 Producer price index 1.12 Index (2012 =1) v
Albania Stratified Societies 2050 Producer price index 1.17 Index (2012 =1)
Albania Stratified Societies 2050 Producer price index 1.17 Index (2012 =1)
Albania Toward Sustainability 2012 Producer price index 1.00 Index (2012 =1)
Albania Toward Sustainability 2012 Producer price index 1.00 Index (2012 =1)
Albania Toward Sustainability 2015 Producer price index 1.05 Index (2012 =1)
Albania Toward Sustainability 2015 Producer price index 1.05 Index (2012 =1)
Albania Toward Sustainability 2020 Producer price index 1.11 Index (2012 =1)
Albania Toward Sustainability 2020 Producer price index 1.11 Index (2012 =1)
Albania Toward Sustainability 2025 Producer price index 1.17 Index (2012 =1)
Albania Toward Sustainability 2025 Producer price index 1.17 Index (2012 =1)
Albania Toward Sustainability 2030 Producer price index 1.21 Index (2012 =1)
Albania Toward Sustainability 2030 Producer price index 1.21 Index (2012 =1)
Albania Toward Sustainability 2035 Producer price index 1.22 Index (2012 =1)
Albania Toward Sustainability 2035 Producer price index 1.22 Index (2012 =1)
Albania Toward Sustainability 2040 Producer price index 1.23 Index (2012 =1)
Albania Toward Sustainability 2040 Producer price index 1.23 Index (2012 =1)
Albania Toward Sustainability 2045 Producer price index 1.23 Index (2012 =1)
